AZURE_TENANT_ID,AZURE_SUBSCRIPTION_ID,AZURE_LOCATION,AZURE_PROJ_RESOURCE_GROUP_NAME,AZURE_VM_DC,AZURE_VM_SQL,AZURE_VM_DB2,AZURE_VM_APP,AZURE_VM_VDC,AZURE_VM_AGT,AZURE_VM_TM,AZURE_VM_PUBWEB,AZURE_VM_SYN
65911ec9-c247-4e7f-b3e5-239b468be687,d9995d5e-baa7-4e6b-81d5-2ee203b363ea,eastus2,HRT_Heritage_Transport,"HRT-DC01,HRT-DC02","HRT-SQL01,HRT-SQL02","HRT-DB01,HRT-DB02","HRT-APP01,HRT-APP02,HRT-APP03",HRT-VDC01,"HRT-AGT01,HRT-AGT02,HRT-AGT03",HRT-TM01,HRT-PUBWEB01,HRT-SYN01
