AZURE_TENANT_ID,AZURE_SUBSCRIPTION_ID,AZURE_LOCATION,AZURE_PROJ_CUSTOMER_NAME,AZURE_PROJ_RESOURCE_GROUP_NAME,AZURE_VNET_NAME,AZURE_VNET_ADDRESS,AZURE_FRONTEND_SUBNET_NAME,AZURE_SUBNET_ADDRESS,AZURE_FRONTEND_IP_1,AZURE_FRONTEND_IP_2,AZURE_NSG_FRONTEND_IP,AZURE_SF_FRONTEND_IP,AZURE_NSG_LB_RULE_HA,AZURE_SF_LB_RULE_HA,AZURE_PUBLIC_IP,AZURE_VNET_PEERING1_NAME,AZURE_VNET_PEERING2_NAME,AZURE_STORAGE_ACCOUNT_NAME,AZURE_BACKUP_VAULT_NAME,AZURE_NAT_GW_PUBLIC_IP_NAME,AZURE_NAT_GW_NAME,AZURE_MGMT_RESOURCE_GROUP_NAME,AZURE_MGMT_SUBNET_NAME,AZURE_LB_RESOURCE_GROUP_NAME,AZURE_VNET2_NAME,AZURE_FRONT_END_SUBNET,AZURE_LB_NAME,AZURE_NSGW_BACKEND_IP,AZURE_SF_BACKEND_IP,AZURE_LB_RULE_PROBE
46439914-63b7-464e-8327-9b13737ae8cf,9216f294-e650-4dd1-9643-858aa1309678,eastus,,Trimble-migration-test,,,,,,,,,,,,,,,,,,,,,,,,,,
