AZURE_TENANT_ID,AZURE_SUBSCRIPTION_ID,AZURE_LOCATION,AZURE_PROJ_RESOURCE_GROUP_NAME,SOURCE_MACHINE_NAME,AZURE_STORAGE_ACCOUNT_NAME,AZURE_VM_DIAGNOSTICS_CONFIG_FILE_PATH,AZURE_VM_NEW_OS_DISK_SIZE,AZURE_VM_DATA_DISK_SIZE,AZURE_STORAGE_CONTAINER_NAME,AZURE_VM_DISK_DRIVE_ID,BOOT_DIAG_CLIENT_IP_ADDRESS,AZURE_DC_IP_ADDRESS,AZURE_VNET_DNET_SERVERS
65911ec9-c247-4e7f-b3e5-239b468be687,d9995d5e-baa7-4e6b-81d5-2ee203b363ea,eastus2,HRT_Heritage_Transport,HRT-SQL02,hrtstorageaccount,DiagnosticsConfig.json,128,1024,backupcontainer,"C,G",172.22.151.71,172.22.151.68,"10.150.11.10,10.150.11.11"
